1028,0
1027,1
435,2
214,3
160,4
827,5
778,6
377,7
1025,8
134,9
1026,10
462,11
218,12
958,13
237,14
823,15
59,16
1080,17
99,18
826,19
89,20
25,21
1079,22
407,24
116,25
100,26
194,81
124,82
92,83
90,84
434,85
91,86
95,87
96,88
198,89
758,90
106,91
728,92
1003,93
1064,94
409,95
409,96
109,99
292,100
110,101
49,102
1071,103
403,104
993,105
57,106
56,107
77,108
71,109
344,110
162,111
76,112
282,114
1021,115
264,116
196,117
119,120
108,122
108,123
227,125
53,126
796,127
121,128
125,129
180,132
200,133
181,134
155,136
191,138
146,140
147,141
224,142
787,143
117,144
135,145
122,146
84,148
726,150
132,151
939,151
798,152
4,153
85,155
322,156
399,157
176,158
167,159
170,160
7,161
799,162
182,163
416,164
358,165
417,166
203,167
178,168
179,169
37,170
295,171
834,172
142,173
131,175
152,176
43,178
9,179
248,180
373,181
175,183
1040,186
951,187
395,188
5,191
38,192
98,193
44,194
3,195
21,196
13,197
33,198
35,199
83,200
26,201
130,203
103,204
351,205
258,206
158,207
150,208
102,209
86,210
18,211
46,212
6,213
246,214
245,215
262,216
235,218
259,220
68,222
16,223
67,224
55,225
429,226
75,227
36,228
587,229
589,230
588,231
667,232
113,233
642,234
163,235
199,236
161,237
137,238
154,240
425,241
401,242
197,243
1049,244
143,245
148,246
1002,249
1007,251
221,252
222,254
663,255
202,256
81,257
172,260
193,263
205,266
120,268
887,269
149,270
433,271
432,272
365,273
184,275
354,276
285,277
144,278
281,280
183,281
205,282
195,283
219,285
217,286
426,287
397,288
371,289
783,290
233,291
791,292
352,293
208,294
418,295
492,296
1047,297
1051,298
328,299
256,300
279,301
420,303
392,304
317,306
1056,307
359,308
431,310
786,311
243,312
257,313
220,314
187,315
66,316
107,317
185,318
228,319
211,320
229,321
210,322
286,323
419,324
212,325
247,326
213,327
244,328
338,329
1073,330
374,331
1050,332
837,333
173,334
250,335
240,337
376,338
266,340
288,341
558,342
506,343
270,344
289,345
308,346
268,347
267,348
269,349
252,350
230,351
140,353
51,354
111,355
186,356
1053,357
360,358
968,359
136,360
223,361
1029,362
273,363
239,365
667,366
973,367
238,368
854,369
125,370
121,371
123,372
300,375
296,376
271,377
272,378
278,379
639,381
1078,382
1070,383
415,384
291,387
312,388
332,389
787,390
1076,391
336,392
390,393
290,394
421,395
320,396
380,397
305,398
274,399
402,400
310,401
977,402
490,403
518,404
517,405
339,406
340,407
348,408
363,409
341,410
555,411
447,412
587,413
315,416
342,418
345,419
398,420
806,421
298,422
299,423
297,424
301,425
302,426
305,427
956,428
820,429
864,430
326,431
357,432
353,433
393,434
346,436
1019,439
600,440
807,442
364,443
1059,447
343,448
454,449
585,451
412,452
385,453
387,454
388,455
177,456
648,457
427,459
400,460
408,461
1034,462
369,463
381,464
367,465
368,466
526,467
760,468
805,469
311,473
370,474
319,475
361,476
105,477
780,479
209,480
459,481
538,482
1023,483
1018,484
616,485
406,486
366,487
1022,488
824,489
23,490
263,491
441,492
488,493
234,494
1032,496
303,497
396,498
950,499
891,500
554,501
863,502
655,503
453,504
450,505
452,506
458,507
457,508
456,509
455,510
524,511
428,512
756,513
534,514
594,515
1069,517
830,518
277,519
604,521
605,522
606,523
1045,525
598,527
493,528
494,529
761,530
283,531
378,532
809,533
521,534
520,535
522,536
519,537
766,538
890,539
489,540
486,541
997,542
487,543
599,544
525,545
514,546
513,547
515,548
512,549
485,550
405,551
502,552
440,553
700,554
498,555
503,556
505,557
504,558
499,559
501,560
500,561
496,562
325,563
632,564
938,565
324,566
630,567
1075,568
335,569
382,570
607,571
445,572
900,573
460,574
464,575
466,576
469,577
439,578
442,579
443,580
574,581
596,583
575,584
623,585
885,586
669,587
560,588
540,589
516,590
510,591
547,592
550,593
548,594
557,595
556,596
552,598
523,599
991,600
465,601
467,602
468,603
790,604
595,605
985,606
484,608
507,609
757,610
508,611
389,612
768,613
612,615
362,619
662,620
769,621
1072,622
739,623
770,624
533,625
788,626
404,627
495,628
444,629
476,630
657,631
664,632
643,633
644,634
615,635
614,636
749,637
535,638
665,639
764,640
537,641
31,642
539,643
410,644
411,644
569,645
566,646
748,647
570,648
713,649
584,650
576,652
577,653
779,654
590,655
567,656
572,657
727,658
583,659
1060,660
491,661
635,662
511,663
509,664
568,665
620,666
582,667
661,668
658,669
660,670
659,671
471,672
470,673
581,674
972,677
743,678
580,679
936,680
970,681
654,682
472,683
678,684
608,685
725,686
965,687
886,688
591,689
592,690
590,691
579,692
803,693
611,694
804,695
617,696
609,697
715,698
337,699
821,700
814,701
816,702
815,703
637,704
641,705
817,706
640,707
528,708
573,709
463,710
318,711
157,712
649,713
1054,714
544,715
545,716
822,717
618,718
679,719
610,720
645,721
563,722
1011,723
782,725
747,726
650,727
613,728
578,729
666,730
685,731
705,732
636,733
1048,734
724,736
527,737
313,738
668,739
436,739
414,740
473,741
695,743
953,744
710,745
745,746
781,747
423,748
437,749
424,750
746,751
565,752
449,753
438,754
333,756
543,757
546,758
561,759
625,760
529,761
531,762
562,763
676,764
693,765
699,766
703,767
704,768
702,769
742,770
735,771
734,772
732,773
731,774
730,775
717,776
716,777
690,778
711,779
481,781
480,782
483,783
871,784
870,785
316,786
718,788
722,789
1013,790
819,791
818,792
767,793
542,794
774,795
656,797
784,798
41,799
42,800
1020,801
838,802
750,816
166,817
763,818
771,819
597,821
675,822
738,823
601,824
686,825
652,826
677,827
680,828
707,829
653,830
755,831
477,832
17,833
687,834
1063,835
394,836
1037,837
880,838
833,839
1042,840
884,841
862,842
952,844
860,845
861,846
869,847
355,848
356,849
294,850
619,851
631,852
530,854
275,855
129,856
188,857
74,858
255,859
551,860
629,861
841,862
549,863
461,864
249,865
559,866
532,867
479,868
638,870
651,872
736,873
708,874
733,875
694,876
737,877
740,878
709,879
682,880
683,881
721,882
723,883
751,884
1077,885
753,886
744,887
684,888
752,889
792,890
825,893
893,894
446,895
448,896
672,897
883,899
759,900
955,901
775,902
1044,903
986,904
73,906
139,907
829,908
908,910
894,911
831,912
959,915
1012,916
937,917
681,918
876,919
904,920
994,921
964,922
874,923
868,924
865,925
866,926
1039,927
928,928
983,929
856,930
897,932
895,933
907,935
942,937
828,938
835,939
70,940
992,941
944,942
945,943
309,944
957,946
924,947
901,948
902,948
903,949
1046,950
960,951
961,952
962,953
905,954
906,955
926,956
1016,957
849,958
853,959
910,960
909,961
927,962
976,963
975,964
929,965
889,966
888,967
451,968
706,969
564,970
674,971
39,972
327,973
930,975
877,976
855,977
935,978
946,979
987,980
948,981
947,982
923,983
1065,984
1058,985
1008,986
847,987
949,988
867,989
913,990
921,991
914,992
915,993
916,994
917,995
919,996
922,997
920,998
918,999
857,1000
1057,1002
911,1003
912,1004
940,1005
941,1006
995,1007
602,1008
741,1009
988,1010
633,1012
858,1014
383,1015
943,1016
934,1017
932,1018
931,1019
933,1020
646,1021
413,1023
1038,1024
980,1025
379,1026
984,1027
996,1028
990,1029
1010,1030
1017,1031
969,1032
475,1033
349,1034
765,1035
536,1036
963,1038
1030,1042
1036,1043
967,1044
1001,1046
873,1048
875,1049
892,1051
898,1053
474,1054
624,1057
813,1058
989,1059
1024,1060
776,1061
879,1064
881,1065
1035,1066
375,1067
1015,1069
581,1071
603,1072
45,1073
1061,1074
1043,1076
1067,1077
1068,1078
127,27
128,28
126,29
430,31
2,33
11,35
34,36
97,38
19,39
20,40
30,41
24,42
29,43
14,44
171,45
60,46
27,47
28,48
88,49
832,49
32,50
112,51
115,52
40,54
15,56
329,57
12,58
808,60
22,62
48,63
54,64
58,65
801,66
800,67
762,69
820,70
87,71
64,72
164,73
65,74
80,75
72,76
61,77
123,78
47,79
78,80
93,97
94,98
114,124
372,174
174,182
168,258
797,259
201,279
242,284
280,302
276,305
954,309
261,336
323,339
422,352
215,373
478,437
1031,450
1004,495
622,526
1009,582
872,607
593,614
586,616
688,617
1000,618
671,675
670,676
491,735
571,742
334,755
845,803
851,804
794,805
844,806
842,807
840,808
795,809
846,810
843,811
839,812
848,813
850,814
852,815
836,843
882,898
482,914
141,936
1062,974
998,1001
647,1022
982,1040
1014,1047
981,1055
1052,1062
974,1068
1055,1075
165,32
62,59
52,61
63,23
793,130
118,131
101,135
122,137
190,139
293,147
145,177
232,184
207,185
236,217
206,219
810,221
69,250
231,253
192,264
260,265
189,267
204,274
265,364
287,380
314,417
785,435
384,438
347,441
226,446
253,458
321,478
789,516
729,520
634,524
553,597
621,651
541,724
807,780
772,787
773,796
754,820
701,853
497,869
777,871
812,891
811,892
304,905
1033,909
802,913
896,931
899,934
971,945
1041,1011
859,1013
978,1037
925,1039
1005,1041
979,1045
878,1050
1066,1052
966,1056
999,1063
1074,1070
138,30
10,34
8,37
0,53
50,55
82,68
133,202
159,239
254,261
391,262
626,470
627,471
628,472
1006,1079
104,113
306,118
307,119
284,121
79,149
1,154
151,189
156,190
153,247
169,248
216,374
330,385
331,386
241,414
251,415
350,444
225,445
